"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AL1","AN1","AT1","AT2","AT3","AT4","AT5","AT6","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","WA1","REM","EQD"
"72694024232","2025-01-01T06:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","160,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0061,1","+0028,1","10170,1","06,0008,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00800,1,99,9",,,,,,"9,AGL   ,+99999,+99999","08,99,1,99,9,99,9,00800,1,99,9,99,9","240,M,+0067,1","240,N,-0010,1",,,,,,,,,,,"99999,9,10098,1","8,1,006,1,+999,9",,,,,,,,,,,,,,,,,"SYN08672694 15566 81606 10061 20028 30098 40170 58006 69981 90556 333 10067 21010 555 90106=",
"72694024232","2025-01-01T06:56:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","99999","V020","260,1,N,0015,1","00945,1,9,N","014484,1,9,9","+0061,1","+0033,1","10177,1","01,0002,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,1",,,,,,,,,,"2,99,1,+00762,1,9","4,99,1,+00945,1,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9",,,,,,,,,,,,,"10176,1,99999,9",,,,,,,,,,,,,,,,,,"MET103METAR KSLE 010656Z AUTO 26003KT 9SM -RA SCT025 OVC031 06/03 A3005 RMK AO2 RAB19 SLP177 P0001 T00610033=",
"72694024232","2025-01-01T07:13:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-16","KSLE ","V030","170,5,N,0015,5","00853,5,M,N","016093,5,N,5","+0061,5","+0033,5","99999,9","01,0002,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,"07,5,+00853,5,99,9","08,5,+01067,5,99,9",,"3,99,1,+00853,5,9","4,99,1,+01067,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9",,,,,,,,,,,,,"10176,5,10103,5",,,,,,,"61,5",,,,,,,,,,,"MET10312/31/24 23:13:02 SPECI KSLE 010713Z 17003KT 10SM -RA BKN028 OVC035 06/03 A3005 RMK AO2 P0001 T00610033",
"72694024232","2025-01-01T07:37:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-16","KSLE ","V030","150,5,N,0026,5","01250,5,M,N","016093,5,N,5","+0061,5","+0033,5","99999,9","01,0005,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00853,5,99,9","08,5,+01250,5,99,9",,"1,99,1,+00853,5,9","4,99,1,+01250,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9",,,,,,,,,,,,,"10173,5,10099,5",,,,,,,,,,,,,,,,,,"MET10512/31/24 23:37:02 SPECI KSLE 010737Z 15005KT 10SM FEW028 OVC041 06/03 A3004 RMK AO2 RAE37 P0002 T00610033",
"72694024232","2025-01-01T07:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V030","180,5,N,0031,5","01128,5,M,N","016093,5,N,5","+0061,5","+0033,5","10173,5","01,0005,9,P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+01128,5,99,9",,,"4,99,1,+01128,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01128,1,99,9,99,9","240,M,+0067,1","240,N,-0011,1",,,,,,,,,,,"10173,5,10099,5",,,,,,,,,,,,,,,,,,"MET11512/31/24 23:56:02 METAR KSLE 010756Z 18006KT 10SM OVC037 06/03 A3004 RMK AO2 RAE37 SLP173 P0002 T00610033 400671011",
"72694024232","2025-01-01T07:59:00","6","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","SOD  ","KSLE ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0015,9,5",,,,,,,,,,,,,,,,,,,,,"AU,16,RA  ,5","AW,18,SN  ,1","AW,01,FG  ,1","AW,13,BR  ,1",,,,,,,,,,"01,6,24,6","08,6,24,6",,,,,,,,,,"240,M,+0067,5","240,N,-0010,5",,,,,,,,,"024,W,+0044,D,4","024,D,+0033,D,4",,,"10173,4,10186,4","10172,4,10169,4",,,,,,,,"1,24,00760,130,1624,5","2,24,00581,140,1625,5","3,24,00201,999,9999,5","024,X,092,D,4","024,N,080,D,4","024,M,086,D,4",,"SOD77724 HR PRECIPITATION (IN): 0.06 WEATHER(CODE):1,8  24 HR MAX TEMP (F):44 24 HR MAX TEMP TIME (LST):2042 24 HR MIN TEMP (F):30 24 HR MIN TEMP TIME (LST):0540 AVERAGE STATION PRESSURE(D):30.038 MINIMUM SEA LEVEL PRESSURE:30.03 TIME OF OCCURRENCE:2229 PEAK WIND SPEED (MPH):17  PEAK WIND DIR (DEG):130 PEAK WIND TIME (LST):1624  FASTEST 2MIN SPEED (MPH):13 FASTEST 2MIN DIR (DEG):140 FASTEST 2MIN TIME (LST):1625 AVERAGE WIND SPEED (MPH): 4.5 24 HR AVG TEMP (F):37 DEPART FROM NORMAL:  -2 HEATING DEGREE DAYS: 28 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 41 LATEST NIGHT MIN TEMP(1900-0800 LST):30 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00T     0.00T     0.00 0.00T     0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.01 0.02T     0.02 0.01","R01   1,87AXW093R02   1,87AXW093"
"72694024232","2025-01-01T07:59:00","6","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","SOM  ","KSLE ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,"00409,9,2526,9999,9999,I","20,U,19,U,03,U,01,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,N,+0378,I","240,M,+1017,I","240,A,+0700,I","N,9,-0033,049999,I","M,9,+0167,189999,I",,,"00,U,00,U,08,U,00,U",,,,,,,"10108,U,10176,U","10322,090956,I,09959,260156,I",,,,,,,,,,,,,,
"72694024232","2025-01-01T08:32:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-16","KSLE ","V020","170,5,N,0036,5","00823,5,M,N","016093,5,N,5","+0061,5","+0033,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00823,5,99,9","08,5,+01036,5,99,9",,"3,99,1,+00823,5,9","4,99,1,+01036,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00823,1,99,9,99,9",,,,,,,,,,,,,"10173,5,10099,5",,,,,,,,,,,,,,,,,,"MET09301/01/25 00:32:02 SPECI KSLE 010832Z 17007KT 10SM BKN027 OVC034 06/03 A3004 RMK AO2 T00610033",
"72694024232","2025-01-01T08:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","170,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0061,5","+0028,5","10171,5","01,0000,9,5","03,0008,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00792,5,99,9",,,"2,99,1,+00792,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00792,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5","0,9,001,9,+999,9",,,,,,,,,,,,,,,,,"MET10501/01/25 00:56:02 METAR KSLE 010856Z 17009KT 10SM SCT026 06/03 A3003 RMK AO2 SLP171 60003 T00610028 50001","D01      0ADE726"
"72694024232","2025-01-01T09:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","170,1,N,0046,1","22000,1,9,N","016000,1,9,9","+0061,1","+0028,1","10171,1","03,0008,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00800,1,99,9",,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,00800,1,99,9,99,9",,,,,,,,,,,,,"99999,9,10098,1","9,9,001,1,+999,9",,,,,,,,,,,,,,,,,"SYN07072694 15566 41709 10061 20028 30098 40171 50001 69987 90856 555 90109=",
"72694024232","2025-01-01T09:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","160,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0061,5","+0033,5","10171,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET09001/01/25 01:56:02 METAR KSLE 010956Z 16004KT 10SM CLR 06/03 A3003 RMK AO2 SLP171 T00610033",
"72694024232","2025-01-01T10:40:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-16","KSLE ","V020","160,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0061,5","+0033,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00274,5,99,9",,,"1,99,1,+00274,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,00274,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET08601/01/25 02:40:02 SPECI KSLE 011040Z 16008KT 10SM FEW009 06/03 A3003 RMK AO2 T00610033","D01      0ADE726"
"72694024232","2025-01-01T10:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","160,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0061,5","+0033,5","10171,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01463,5,99,9",,,"1,99,1,+01463,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,01463,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET09301/01/25 02:56:02 METAR KSLE 011056Z 16008KT 10SM FEW048 06/03 A3003 RMK AO2 SLP171 T00610033","D01      0ADE726"
"72694024232","2025-01-01T11:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","190,5,N,0062,5","01036,5,M,N","016093,5,N,5","+0067,5","+0039,5","10172,5","01,0000,9,5","06,0008,9,1","24,0015,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+01036,5,99,9","07,5,+01494,5,99,9",,"3,99,1,+01036,5,9","3,99,1,+01494,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01036,1,99,9,99,9","060,M,+0067,1","060,N,+0056,1",,,,,,,,,,,"10173,5,10099,5","3,9,001,9,+999,9",,,,,,,,,,,,,,,,,"MET13001/01/25 03:56:02 METAR KSLE 011156Z 19012KT 10SM BKN034 BKN049 07/04 A3004 RMK AO2 SLP172 60003 70006 T00670039 10067 20056 53001","Q01  00158PRCP24"
"72694024232","2025-01-01T12:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","190,1,N,0062,1","99999,9,9,N","016000,1,9,9","+0067,1","+0039,1","10172,1","06,0008,3,1","24,0015,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+01250,1,99,9",,,,,,"9,AGL   ,+99999,+99999","06,99,1,99,9,99,9,01250,1,99,9,99,9","240,M,+0067,1","240,N,+0044,1",,,,,,,,,,,"99999,9,10101,1","3,1,001,1,+999,9",,,,,,,,,,,,,,,,,"SYN09272694 15666 61912 10067 20039 30101 40172 53001 69981 91156 333 10067 20044 70015 555 90112=",
"72694024232","2025-01-01T12:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","160,5,N,0026,5","00335,5,M,N","016093,5,N,5","+0067,5","+0039,5","10170,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00335,5,99,9","08,5,+01372,5,99,9",,"3,99,1,+00335,5,9","4,99,1,+01372,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET10001/01/25 04:56:02 METAR KSLE 011256Z 16005KT 10SM BKN011 OVC045 07/04 A3003 RMK AO2 SLP170 T00670039",
"72694024232","2025-01-01T13:15:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-16","KSLE ","V020","140,5,N,0015,5","01372,5,M,N","016093,5,N,5","+0067,5","+0039,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00335,5,99,9","08,5,+01372,5,99,9",,"2,99,1,+00335,5,9","4,99,1,+01372,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET09301/01/25 05:15:02 SPECI KSLE 011315Z 14003KT 10SM SCT011 OVC045 07/04 A3003 RMK AO2 T00670039",
"72694024232","2025-01-01T13:43:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-16","KSLE ","V020","150,5,N,0021,5","00366,5,M,N","016093,5,N,5","+0067,5","+0039,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00366,5,99,9","08,5,+01372,5,99,9",,"3,99,1,+00366,5,9","4,99,1,+01372,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET09301/01/25 05:43:02 SPECI KSLE 011343Z 15004KT 10SM BKN012 OVC045 07/04 A3003 RMK AO2 T00670039",
"72694024232","2025-01-01T13:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","180,5,N,0021,5","00335,5,M,N","016093,5,N,5","+0067,5","+0039,5","10170,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00335,5,99,9","07,5,+01341,5,99,9","08,5,+01524,5,99,9","3,99,1,+00335,5,9","3,99,1,+01341,5,9","4,99,1,+01524,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET10701/01/25 05:56:02 METAR KSLE 011356Z 18004KT 10SM BKN011 BKN044 OVC050 07/04 A3003 RMK AO2 SLP170 T00670039",
"72694024232","2025-01-01T14:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","00274,5,M,N","016093,5,N,5","+0072,5","+0044,5","10172,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00274,5,99,9",,,"4,99,1,+00274,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00274,1,99,9,99,9",,,,,,,,,,,,,"10173,5,10099,5","5,9,000,9,+999,9",,,,,,,,,,,,,,,,,"MET09901/01/25 06:56:02 METAR KSLE 011456Z 00000KT 10SM OVC009 07/04 A3004 RMK AO2 SLP172 T00720044 55000",
"72694024232","2025-01-01T15:00:00","4","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0072,1","+0044,1","10172,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00250,1,99,9",,,,,,"9,AGL   ,+99999,+99999","08,99,1,99,9,99,9,00250,1,99,9,99,9",,,,,,,,,,,,,"99999,9,10101,1","5,1,000,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472694 32366 80000 10072 20044 30101 40172 55000 91456 555 90115=",
"72694024232","2025-01-01T15:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","00335,5,M,N","016093,5,N,5","+0067,5","+0033,5","10171,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00335,5,99,9","08,5,+01829,5,99,9",,"3,99,1,+00335,5,9","4,99,1,+01829,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9",,,,,,,,,,,,,"10169,5,10096,5",,,,,,,,,,,,,,,,,,"MET10001/01/25 07:56:02 METAR KSLE 011556Z 00000KT 10SM BKN011 OVC060 07/03 A3003 RMK AO2 SLP171 T00670033",
"72694024232","2025-01-01T16:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","00335,5,M,N","016093,5,N,5","+0067,5","+0050,5","10172,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00335,5,99,9","08,5,+00488,5,99,9",,"3,99,1,+00335,5,9","4,99,1,+00488,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9",,,,,,,,,,,,,"10173,5,10099,5",,,,,,,,,,,,,,,,,,"MET10001/01/25 08:56:02 METAR KSLE 011656Z 00000KT 10SM BKN011 OVC016 07/05 A3004 RMK AO2 SLP172 T00670050",
"72694024232","2025-01-01T17:56:00","7","44.90488","-123.00103","63.4","SALEM AIRPORT MCNARY FIELD, OR US","FM-15","KSLE ","V020","999,9,C,0000,5","00335,5,M,N","016093,5,N,5","+0072,5","+0044,5","10172,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00335,5,99,9","07,5,+00853,5,99,9","08,5,+01067,5,99,9","3,99,1,+00335,5,9","3,99,1,+00853,5,9","4,99,1,+01067,5,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9","060,M,+0072,1","060,N,+0056,1",,,,,,,,,,,"10173,5,10099,5","5,9,000,9,+999,9",,,,,,,,,,,,,,,,,"MET12501/01/25 09:56:02 METAR KSLE 011756Z 00000KT 10SM BKN011 BKN028 OVC035 07/04 A3004 RMK AO2 SLP172 T00720044 10072 20056 55000",
